Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Gene Symbol	
650469894	Clo1313_1053	sporulation protein YhbH	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469895	Clo1313_1054	SpoVR family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469896	Clo1313_1055	major facilitator superfamily MFS_1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469897	Clo1313_1056	purine nucleoside phosphorylase I, inosine and guanosine-specific	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469898	Clo1313_1057	adenosylhomocysteinase (EC 3.3.1.1)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	ahcY	
650469899	Clo1313_1058	amidohydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	mtaD	
650469901	Clo1313_1059	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469902	Clo1313_1060	Hedgehog/intein hint domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469903	Clo1313_1065	Domain of unknown function DUF1910	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469904	Clo1313_1066	transposase mutator type	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469905	Clo1313_1067	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469906	Clo1313_1068	HAD-superfamily hydrolase, subfamily IA, variant 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469907	Clo1313_1069	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469908	Clo1313_1070	ABC transporter related protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469909	Clo1313_1071	protein of unknown function DUF990	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469910	Clo1313_1072	protein of unknown function DUF990	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469911	Clo1313_1073	esterase/lipase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469912	Clo1313_1074	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469913	Clo1313_1075	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469914	Clo1313_1076	ATPase associated with various cellular activities AAA_3	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469915	Clo1313_1077	protein of unknown function DUF58	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469916	Clo1313_1078	transglutaminase domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469917	Clo1313_1079	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469918	Clo1313_1080	small acid-soluble spore protein, H-type	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	sspH	
650469919	Clo1313_1081	isochorismatase hydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469920	Clo1313_1082	nicotinate phosphoribosyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469921	Clo1313_1083	CheC domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469922	Clo1313_1084	protein of unknown function DUF155	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469923	Clo1313_1085	protein of unknown function DUF155	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469924	Clo1313_1086	type IV pilus assembly PilZ	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469925	Clo1313_1087	iron-sulfur cluster-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469926	Clo1313_1088	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469927	Clo1313_1089	peptidase S11 D-alanyl-D-alanine carboxypeptidase 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469928	Clo1313_1090	dihydrodipicolinate reductase (EC 1.3.1.26)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	dapB	
650469929	Clo1313_1091	beta-lactamase class A	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469930	Clo1313_1092	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469931	Clo1313_1093	AMMECR1 domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469932	Clo1313_1094	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469933	Clo1313_1095	protein of unknown function DUF147	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469934	Clo1313_1096	YbbR family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469935	Clo1313_1097	FAD-dependent pyridine nucleotide-disulfide oxidoreductase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469936	Clo1313_1098	phosphoglucosamine mutase (EC 5.4.2.10)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	glmM	
650469937	Clo1313_1099	glutamine--fructose-6-phosphate transaminase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	glmS	
650469938	Clo1313_1100	transcriptional regulator, ArsR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469939	Clo1313_1101	arsenical-resistance protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469940	Clo1313_1102	Protein-tyrosine phosphatase, low molecular weight	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469941	Clo1313_1103	permease	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469942	Clo1313_1104	transposase IS3/IS911 family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469943	Clo1313_1105	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469944	Clo1313_1106	type II secretion system protein E	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469945	Clo1313_1107	twitching motility protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469946	Clo1313_1108	Type II secretion system F domain	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469947	Clo1313_1109	type IV pilus assembly protein PilA	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469948	Clo1313_1110	type IV pilus assembly protein PilA	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469949	Clo1313_1111	Fimbrial assembly family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469950	Clo1313_1112	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469951	Clo1313_1113	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469952	Clo1313_1114	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469953	Clo1313_1115	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469954	Clo1313_1116	ATP-dependent Clp protease proteolytic subunit ClpP (EC 3.4.21.92)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469955	Clo1313_1117	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469956	Clo1313_1118	DNA translocase FtsK	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469957	Clo1313_1119	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469958	Clo1313_1120	Methylenetetrahydrofolate dehydrogenase (NADP(+))	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	folD	
650469959	Clo1313_1121	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469960	Clo1313_1122	metal dependent phosphohydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	rny	
650469961	Clo1313_1123	metallophosphoesterase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469962	Clo1313_1124	Stage V sporulation protein S	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469963	Clo1313_1125	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469964	Clo1313_1126	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469965	Clo1313_1127	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469966	Clo1313_1128	glycosyl transferase group 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469967	Clo1313_1129	spore coat protein, CotS family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469968	Clo1313_1130	spore coat protein, CotS family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469969	Clo1313_1131	transcription initiation factor IIE (TFIIE) alpha subunit family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469970	Clo1313_1132	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469971	Clo1313_1133	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469972	Clo1313_1134	Nucleotidyl transferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469973	Clo1313_1135	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469974	Clo1313_1136	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469975	Clo1313_1137	protein of unknown function DUF881	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469976	Clo1313_1138	protein of unknown function DUF881	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469977	Clo1313_1139	delta-lactam-biosynthetic de-N-acetylase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469978	Clo1313_1140	sporulation protein YqfC	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469979	Clo1313_1141	sporulation protein YqfD	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469980	Clo1313_1142	PhoH family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469981	Clo1313_1143	7TM receptor with intracellular metal dependent phosphohydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469982	Clo1313_1144	protein of unknown function UPF0054	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	ybeY	
650469983	Clo1313_1145	cytidine deaminase (EC 3.5.4.5)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469984	Clo1313_1146	GTP-binding protein Era	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	era	
650469985	Clo1313_1147	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469986	Clo1313_1148	DNA replication and repair protein RecO	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	recO	
650469987	Clo1313_1149	type IV pilus assembly PilZ	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469988	Clo1313_1150	Cysteine desulfurase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469989	Clo1313_1151	thiamine biosynthesis/tRNA modification protein ThiI	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	thiI	
650469990	Clo1313_1152	VanW family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469991	Clo1313_1153	Protein of unknown function DUF2225	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469992	Clo1313_1154	AIR synthase related protein domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469993	Clo1313_1155	serine hydroxymethyltransferase (EC 2.1.2.1)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	glyA	
650469994	Clo1313_1156	phage shock protein C (PspC) family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469995	Clo1313_1157	transglutaminase domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469996	Clo1313_1158	protein of unknown function DUF58	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469997	Clo1313_1159	ATPase associated with various cellular activities AAA_3	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650469998	Clo1313_1160	L-lactate dehydrogenase (EC 1.1.1.27)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	ldh	
650469999	Clo1313_1161	competence/damage-inducible protein cinA	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	cinA	
650470000	Clo1313_1162	integral membrane protein MviN	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470001	Clo1313_1163	recA protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	recA	
650470002	Clo1313_1164	regulatory protein RecX	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	recX	
650470003	Clo1313_1165	Rhomboid family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470004	Clo1313_1166	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470005	Clo1313_1167	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470006	Clo1313_1168	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470007	Clo1313_1169	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470008	Clo1313_1170	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470010	Clo1313_1171	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470011	Clo1313_1172	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	murD	
650470015	Clo1313_1173	DNA polymerase III, delta subunit (EC 2.7.7.7)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470016	Clo1313_1174	SSU ribosomal protein S20P	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470017	Clo1313_1175	spore protease	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	gpr	
650470018	Clo1313_1176	cell wall hydrolase/autolysin	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470019	Clo1313_1177	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470020	Clo1313_1178	DNA ligase, NAD-dependent	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	ligA	
650470021	Clo1313_1179	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470022	Clo1313_1180	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470023	Clo1313_1181	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (EC 6.3.5.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	gatC	
650470024	Clo1313_1182	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A (EC 6.3.5.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	gatA	
650470025	Clo1313_1183	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (EC 6.3.5.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	gatB	
650470026	Clo1313_1184	Tetratricopeptide TPR_1 repeat-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470027	Clo1313_1185	phosphate acetyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	pta	
650470028	Clo1313_1186	acetate kinase (EC 2.7.2.1)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	ackA	
650470029	Clo1313_1187	protein of unknown function DUF177	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470030	Clo1313_1188	ribosomal protein L32	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	rpmF	
650470031	Clo1313_1189	protein of unknown function DUF512	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470032	Clo1313_1190	ribosome-associated GTPase EngA	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	der	
650470033	Clo1313_1191	acyl-phosphate glycerol-3-phosphate acyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	plsY	
650470034	Clo1313_1192	glycerol 3-phosphate dehydrogenase (NAD(P)+) (EC 1.1.1.94)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	gpsA	
650470035	Clo1313_1193	stage IV sporulation protein A	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470036	Clo1313_1194	extracellular solute-binding protein family 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470037	Clo1313_1195	binding-protein-dependent transport systems inner membrane component	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470038	Clo1313_1196	binding-protein-dependent transport systems inner membrane component	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470039	Clo1313_1197	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470040	Clo1313_1198	cell wall hydrolase/autolysin	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470041	Clo1313_1199	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470042	Clo1313_1200	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470043	Clo1313_1201	MutS2 family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	mutS2	
650470044	Clo1313_1202	sporulation integral membrane protein YtvI	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470045	Clo1313_1203	RNA polymerase, sigma 27/28 subunit, RpsK/SigK	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470046	Clo1313_1204	Peptidoglycan glycosyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470047	Clo1313_1205	peptidase U32	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470048	Clo1313_1206	O-methyltransferase family 3	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470049	Clo1313_1207	aminodeoxychorismate lyase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470050	Clo1313_1208	GTP-binding protein TypA	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470051	Clo1313_1209	ribosomal protein S2	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	rpsB	
650470052	Clo1313_1210	translation elongation factor Ts	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	tsf	
650470053	Clo1313_1211	uridylate kinase (EC 2.7.4.22)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	pyrH	
650470054	Clo1313_1212	ribosome recycling factor	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	frr	
650470055	Clo1313_1213	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470056	Clo1313_1214	undecaprenyl diphosphate synthase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470057	Clo1313_1215	phosphatidate cytidylyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470058	Clo1313_1216	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	dxr	
650470059	Clo1313_1217	membrane-associated zinc metalloprotease	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470060	Clo1313_1218	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.4.3)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	ispG	
650470061	Clo1313_1219	DNA polymerase III, alpha subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	polC	
650470062	Clo1313_1220	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470063	Clo1313_1221	protein of unknown function DUF150	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	rimP	
650470064	Clo1313_1222	NusA antitermination factor	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	nusA	
650470065	Clo1313_1223	protein of unknown function DUF448	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470066	Clo1313_1224	LSU ribosomal protein L7AE	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470067	Clo1313_1225	translation initiation factor IF-2	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	infB	
650470068	Clo1313_1226	ribosome-binding factor A	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	rbfA	
650470069	Clo1313_1227	phosphoesterase RecJ domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470070	Clo1313_1228	tRNA pseudouridine synthase B (EC 4.2.1.70)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	truB	
650470071	Clo1313_1229	riboflavin biosynthesis protein RibF	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470072	Clo1313_1230	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470073	Clo1313_1231	peptidase M16 domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470074	Clo1313_1232	peptidase M16 domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470075	Clo1313_1233	prolipoprotein diacylglyceryl transferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	lgt	
650470076	Clo1313_1234	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470077	Clo1313_1235	rod shape-determining protein RodA	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470078	Clo1313_1236	MraZ protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	mraZ	
650470079	Clo1313_1237	S-adenosyl-methyltransferase MraW	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	rsmH	
650470080	Clo1313_1238	cell division protein FtsL	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470081	Clo1313_1239	penicillin-binding protein transpeptidase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470082	Clo1313_1240	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	murE	
650470083	Clo1313_1241	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470084	Clo1313_1242	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	mraY	
650470085	Clo1313_1243	stage V sporulation protein E	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470086	Clo1313_1244	UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	murG	
650470087	Clo1313_1245	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470088	Clo1313_1246	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470089	Clo1313_1248	transposase mutator type	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470090	Clo1313_1249	UvrD/REP helicase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470092	Clo1313_1250	copper amine oxidase-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470093	Clo1313_1251	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470094	Clo1313_1252	aspartate kinase (EC 2.7.2.4)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470095	Clo1313_1253	dihydrodipicolinate reductase (EC 1.3.1.26)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	dapB	
650470096	Clo1313_1254	dihydrodipicolinate synthase (EC 4.2.1.52)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	dapA	
650470097	Clo1313_1255	aspartate semialdehyde dehydrogenase (EC 1.2.1.11)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	asd	
650470098	Clo1313_1256	SpoIID/LytB domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3		
650470099	Clo1313_1257	S-adenosylmethionine--tRNA ribosyltransferase-isomerase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	queA	
650470100	Clo1313_1258	tRNA-guanine transglycosylase (EC 2.4.2.29)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	3	tgt	
