Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Gene Symbol	
650468867	Clo1313_0022	pyruvate flavodoxin/ferredoxin oxidoreductase domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468868	Clo1313_0023	thiamine pyrophosphate TPP-binding domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468869	Clo1313_0024	putative lipoprotein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468870	Clo1313_0025	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468871	Clo1313_0026	helix-turn-helix domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468872	Clo1313_0027	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468873	Clo1313_0028	glycosyl transferase family 39	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468874	Clo1313_0029	spore coat protein, CotS family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468875	Clo1313_0030	Formate-tetrahydrofolate ligase (EC 6.3.4.3)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	fhs	
650468876	Clo1313_0031	sporulation peptidase YabG	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468877	Clo1313_0032	protein of unknown function DUF1021	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468878	Clo1313_0033	Peptidoglycan-binding lysin domain	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468879	Clo1313_0034	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	ispE	
650468880	Clo1313_0035	transcriptional regulator, GntR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468881	Clo1313_0036	Heavy metal transport/detoxification protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468882	Clo1313_0037	chemotaxis protein CheX	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468883	Clo1313_0038	AAA ATPase central domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468884	Clo1313_0039	phage shock protein A (PspA) family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468885	Clo1313_0040	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468886	Clo1313_0041	protein of unknown function DUF342	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468887	Clo1313_0042	metallophosphoesterase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468888	Clo1313_0043	SMC domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468889	Clo1313_0044	NLP/P60 protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468890	Clo1313_0046	spore cortex-lytic enzyme	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468891	Clo1313_0047	germination protein YpeB	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468892	Clo1313_0048	Abortive infection protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468893	Clo1313_0049	AAA ATPase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468894	Clo1313_0050	primosome, DnaD subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468896	Clo1313_0051	metal dependent phosphohydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468897	Clo1313_0052	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468898	Clo1313_0053	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468899	Clo1313_0054	type 3a cellulose-binding domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468900	Clo1313_0055	copper amine oxidase-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468901	Clo1313_0056	MotA/TolQ/ExbB proton channel	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468902	Clo1313_0057	OmpA/MotB domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468903	Clo1313_0058	protein of unknown function DUF1385	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468904	Clo1313_0059	protein-(glutamine-N5) methyltransferase, release factor-specific	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	prmC	
650468905	Clo1313_0060	sporulation integral membrane protein YtvI	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468906	Clo1313_0061	electron transport complex, RnfABCDGE type, C subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468907	Clo1313_0062	electron transport complex, RnfABCDGE type, D subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468908	Clo1313_0063	electron transport complex, RnfABCDGE type, G subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468909	Clo1313_0064	electron transport complex, RnfABCDGE type, E subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468910	Clo1313_0065	electron transport complex, RnfABCDGE type, A subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468911	Clo1313_0066	electron transport complex, RnfABCDGE type, B subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468912	Clo1313_0067	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468913	Clo1313_0068	shikimate kinase (EC 2.7.1.71)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	aroK	
650468914	Clo1313_0070	GCN5-related N-acetyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468915	Clo1313_0071	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468916	Clo1313_0072	transcriptional regulator, DeoR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468917	Clo1313_0073	glycerol kinase (EC 2.7.1.30)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468918	Clo1313_0074	transketolase subunit A (EC 2.2.1.1)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468919	Clo1313_0075	transketolase subunit B (EC 2.2.1.1)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468920	Clo1313_0076	Alcohol dehydrogenase GroES domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468921	Clo1313_0077	ribose transport system substrate-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468922	Clo1313_0078	ABC transporter related protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468923	Clo1313_0079	inner-membrane translocator	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468924	Clo1313_0080	Phosphoglycerate mutase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468925	Clo1313_0081	SNF2 helicase associated domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468926	Clo1313_0082	oligopeptidase F. Metallo peptidase. MEROPS family M03B	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468927	Clo1313_0083	MazG nucleotide pyrophosphohydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468928	Clo1313_0084	S-layer domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468930	Clo1313_0085	tRNA-adenosine deaminase (EC 3.5.4.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	tadA	
650468932	Clo1313_0087	Cupin 2 conserved barrel domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468933	Clo1313_0088	3D domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468934	Clo1313_0089	transcriptional regulator, LacI family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468935	Clo1313_0090	S-layer domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468936	Clo1313_0091	peptidase U57 YabG	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468937	Clo1313_0092	DNA topoisomerase type IA central domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468938	Clo1313_0093	protein of unknown function DUF368	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468939	Clo1313_0094	MscS Mechanosensitive ion channel	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468940	Clo1313_0095	protein of unknown function DUF951	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468941	Clo1313_0096	peptidase S1 and S6 chymotrypsin/Hap	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468942	Clo1313_0097	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468943	Clo1313_0098	CMP/dCMP deaminase zinc-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468944	Clo1313_0099	acetolactate synthase, large subunit (EC 2.2.1.6)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468945	Clo1313_0100	acetolactate synthase, small subunit (EC 2.2.1.6)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468946	Clo1313_0101	ketol-acid reductoisomerase (EC 1.1.1.86)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	ilvC	
650468947	Clo1313_0102	2-isopropylmalate synthase/homocitrate synthase family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468948	Clo1313_0103	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468949	Clo1313_0104	RNA polymerase, sigma 28 subunit, SigI	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468950	Clo1313_0105	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468951	Clo1313_0106	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468952	Clo1313_0107	transcriptional regulator, BadM/Rrf2 family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468953	Clo1313_0108	glutamyl-tRNA reductase (EC 1.2.1.70)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	hemA	
650468954	Clo1313_0109	siroheme synthase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468955	Clo1313_0110	hydroxymethylbilane synthase (EC 2.5.1.61)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	hemC	
650468956	Clo1313_0111	uroporphyrinogen-III synthase (EC 4.2.1.75)/uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468957	Clo1313_0112	Porphobilinogen synthase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468958	Clo1313_0113	glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	hemL	
650468959	Clo1313_0114	sulfate ABC transporter, periplasmic sulfate-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468960	Clo1313_0115	sulfate ABC transporter, inner membrane subunit CysT	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468961	Clo1313_0116	sulfate ABC transporter, inner membrane subunit CysW	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468962	Clo1313_0117	sulfate ABC transporter, ATPase subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	cysA	
650468963	Clo1313_0118	phosphoadenylylsulfate reductase (thioredoxin) (EC 1.8.4.8)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468964	Clo1313_0119	sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468965	Clo1313_0120	adenylylsulfate kinase (EC 2.7.1.25)/sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468966	Clo1313_0121	thiamine biosynthesis protein ThiS	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468967	Clo1313_0122	UBA/THIF-type NAD/FAD binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468968	Clo1313_0123	Mov34/MPN/PAD-1 family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468969	Clo1313_0124	nitrite and sulphite reductase 4Fe-4S region	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468970	Clo1313_0125	SirA-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468971	Clo1313_0126	Lipoprotein LpqB, GerMN domain	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468972	Clo1313_0127	RNA polymerase, sigma-24 subunit, ECF subfamily	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468973	Clo1313_0128	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468974	Clo1313_0129	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468975	Clo1313_0131	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468976	Clo1313_0132	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468977	Clo1313_0133	alpha-L-arabinofuranosidase domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468978	Clo1313_0134	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468979	Clo1313_0135	Dockerin type 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468980	Clo1313_0136	glycosyltransferase sugar-binding region containing DXD motif	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468981	Clo1313_0137	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468982	Clo1313_0138	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468983	Clo1313_0139	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468984	Clo1313_0140	glycosyl transferase group 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468985	Clo1313_0141	methyltransferase FkbM family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468986	Clo1313_0142	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468987	Clo1313_0143	glycosyl transferase family 2	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468988	Clo1313_0144	NAD-dependent epimerase/dehydratase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468989	Clo1313_0145	DegT/DnrJ/EryC1/StrS aminotransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468990	Clo1313_0146	dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468991	Clo1313_0147	CDP-glucose 4,6-dehydratase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468992	Clo1313_0148	glucose-1-phosphate cytidylyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468993	Clo1313_0149	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468994	Clo1313_0150	transposase mutator type	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468995	Clo1313_0151	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468996	Clo1313_0152	Radical SAM domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468997	Clo1313_0153	Cupin 2 conserved barrel domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468998	Clo1313_0154	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650468999	Clo1313_0155	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469000	Clo1313_0156	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469001	Clo1313_0157	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469002	Clo1313_0159	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469003	Clo1313_0160	ABC transporter related protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469004	Clo1313_0161	binding-protein-dependent transport systems inner membrane component	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469005	Clo1313_0162	NitT/TauT family transport system substrate-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469006	Clo1313_0163	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469007	Clo1313_0164	adenylate cyclase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469008	Clo1313_0165	Ppx/GppA phosphatase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469009	Clo1313_0166	iron-containing alcohol dehydrogenase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469010	Clo1313_0167	phosphodiesterase, MJ0936 family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469011	Clo1313_0168	Dihydropteroate synthase (EC 2.5.1.15)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469012	Clo1313_0169	dihydroneopterin aldolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469013	Clo1313_0170	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469014	Clo1313_0171	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469015	Clo1313_0172	biotin/acetyl-CoA-carboxylase ligase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	birA	
650469016	Clo1313_0173	amidohydrolase 2	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469017	Clo1313_0174	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469018	Clo1313_0175	pantothenate kinase (EC 2.7.1.33)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	coaX	
650469019	Clo1313_0176	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469020	Clo1313_0177	glycoside hydrolase family 10	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469021	Clo1313_0178	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469022	Clo1313_0179	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469023	Clo1313_0180	bacterial peptide chain release factor 1 (bRF-1)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	prfA	
650469024	Clo1313_0181	zinc/iron permease	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469025	Clo1313_0182	translation factor SUA5	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469026	Clo1313_0183	protein tyrosine phosphatase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469027	Clo1313_0184	ribose-5-phosphate isomerase (EC 5.3.1.6)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469028	Clo1313_0185	uracil phosphoribosyltransferase (EC 2.4.2.9)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	upp	
650469029	Clo1313_0186	CMP/dCMP deaminase zinc-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469030	Clo1313_0187	Glycosyl transferase, family 4, conserved region	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469031	Clo1313_0188	UDP-N-acetylglucosamine 2-epimerase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469032	Clo1313_0189	ATP synthase F0 subcomplex A subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpB	
650469033	Clo1313_0190	ATP synthase F0 subcomplex C subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469034	Clo1313_0191	ATP synthase F0 subcomplex B subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpF	
650469035	Clo1313_0192	ATP synthase F1 subcomplex delta subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpH	
650469036	Clo1313_0193	ATP synthase F1 subcomplex alpha subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpA	
650469037	Clo1313_0194	ATP synthase F1, gamma subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpG	
650469038	Clo1313_0195	ATP synthase F1 subcomplex beta subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpD	
650469039	Clo1313_0196	ATP synthase F1 subcomplex epsilon subunit	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	atpC	
650469040	Clo1313_0197	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469041	Clo1313_0198	S-layer domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469042	Clo1313_0199	fibronectin type III domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469043	Clo1313_0200	S-layer domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469044	Clo1313_0201	protein of unknown function DUF1779	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469045	Clo1313_0202	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	murA	
650469046	Clo1313_0203	stage II sporulation protein D	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469047	Clo1313_0204	Peptidase M23	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469048	Clo1313_0205	sporulation transcriptional regulator SpoIIID	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469049	Clo1313_0206	rod shape-determining protein MreB	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469050	Clo1313_0207	flagellar hook-basal body protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469051	Clo1313_0208	flagellar hook-basal body protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469052	Clo1313_0209	Flagellar protein FlgJ-like protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469053	Clo1313_0210	exopolysaccharide biosynthesis protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469054	Clo1313_0211	ABC transporter ATP-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469055	Clo1313_0213	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	fabZ	
650469056	Clo1313_0214	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	murC	
650469057	Clo1313_0215	purine operon repressor, PurR	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469058	Clo1313_0216	SpoVG family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	spoVG	
650469059	Clo1313_0217	UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23)/glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	glmU	
650469060	Clo1313_0218	ribose-phosphate pyrophosphokinase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	prs	
650469061	Clo1313_0219	peptidyl-tRNA hydrolase (EC 3.1.1.29)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	pth	
650469062	Clo1313_0220	transcription-repair coupling factor	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2	mfd	
650469063	Clo1313_0221	PpiC-type peptidyl-prolyl cis-trans isomerase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469064	Clo1313_0222	transcriptional regulator, AraC family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
650469065	Clo1313_0223	transcriptional regulator, AraC family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	2		
