Gene ID	Locus Tag	Gene Product Name	Genome ID	Genome Name	Batch1	Gene Symbol	
650471002	Clo1313_2166	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471003	Clo1313_2167	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471004	Clo1313_2168	Na/Pi-cotransporter II-related protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471005	Clo1313_2169	Rubredoxin-type Fe(Cys)4 protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471006	Clo1313_2170	sulfatase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471007	Clo1313_2171	BioY protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471008	Clo1313_2172	SEC-C motif domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471009	Clo1313_2173	type 3a cellulose-binding domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471010	Clo1313_2174	RNA polymerase sigma-I factor	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471011	Clo1313_2175	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471012	Clo1313_2176	S-layer domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471013	Clo1313_2177	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471014	Clo1313_2178	protein of unknown function DUF187	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471015	Clo1313_2179	ribonucleoside-diphosphate reductase class II (EC 1.17.4.-)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471016	Clo1313_2180	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471017	Clo1313_2181	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471018	Clo1313_2182	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471019	Clo1313_2183	helix-turn-helix domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471020	Clo1313_2184	copper amine oxidase-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471021	Clo1313_2185	copper amine oxidase-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471022	Clo1313_2186	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471023	Clo1313_2187	copper amine oxidase-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471024	Clo1313_2188	Spore coat protein CotH	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471025	Clo1313_2189	endoglucanase Cel9N	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471026	Clo1313_2190	iron-only hydrogenase maturation protein HydF	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471027	Clo1313_2191	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471028	Clo1313_2192	endo-1,3(4)-beta-glucanase (EC:3.2.1.6)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	celI	
650471029	Clo1313_2193	methyl-accepting chemotaxis sensory transducer	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471030	Clo1313_2194	CheW protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471031	Clo1313_2195	methyl-accepting chemotaxis sensory transducer	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471032	Clo1313_2196	CheW protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471033	Clo1313_2197	heat shock protein Hsp20	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471034	Clo1313_2198	hybrid cluster protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	hcp	
650471035	Clo1313_2199	iron-sulfur binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471036	Clo1313_2200	transcriptional regulator, Crp/Fnr family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471037	Clo1313_2201	small GTP-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471038	Clo1313_2202	Dockerin type 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471039	Clo1313_2203	Protein of unknown function DUF2174-like protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471040	Clo1313_2204	Nucleotidyltransferase, predicted	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471041	Clo1313_2207	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	bioA	
650471042	Clo1313_2208	biotin biosynthesis protein BioC	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	bioC	
650471043	Clo1313_2209	Carboxylesterase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471044	Clo1313_2210	8-amino-7-oxononanoate synthase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	bioF	
650471045	Clo1313_2211	dethiobiotin synthase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	bioD	
650471046	Clo1313_2212	biotin synthase (EC 2.8.1.6)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	bioB	
650471047	Clo1313_2214	protein of unknown function DUF1538	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471048	Clo1313_2215	Ferritin Dps family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471049	Clo1313_2216	alpha-L-arabinofuranosidase B	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471050	Clo1313_2217	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471051	Clo1313_2219	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471052	Clo1313_2221	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471053	Clo1313_2222	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471054	Clo1313_2223	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471055	Clo1313_2224	transposase mutator type	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471056	Clo1313_2225	helix-turn-helix domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471057	Clo1313_2226	protein of unknown function DUF891	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471058	Clo1313_2228	alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471059	Clo1313_2229	protein of unknown function DUF1706	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471060	Clo1313_2231	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471061	Clo1313_2232	RNA polymerase, sigma-24 subunit, ECF subfamily	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471062	Clo1313_2233	glycoside hydrolase family 5	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471063	Clo1313_2234	glycoside hydrolase family 5	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	celH	
650471064	Clo1313_2235	NADPH-dependent FMN reductase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471065	Clo1313_2237	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471066	Clo1313_2238	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471067	Clo1313_2239	dCTP deaminase (EC 3.5.4.13)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	dcd	
650471068	Clo1313_2240	transcriptional regulator, TetR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471069	Clo1313_2241	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471070	Clo1313_2242	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471071	Clo1313_2243	putative membrane protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471072	Clo1313_2244	Cof-like hydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471073	Clo1313_2245	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471074	Clo1313_2246	transcriptional regulator	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471075	Clo1313_2247	beta-lactamase domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471076	Clo1313_2248	NUDIX hydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471077	Clo1313_2249	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471078	Clo1313_2250	methyl-accepting chemotaxis sensory transducer	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471079	Clo1313_2251	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471080	Clo1313_2252	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471081	Clo1313_2253	transcriptional regulator, PadR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471082	Clo1313_2254	NAD(P)H dehydrogenase (quinone)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471083	Clo1313_2255	transcriptional regulator, PadR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471084	Clo1313_2256	protein of unknown function DUF6 transmembrane	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471085	Clo1313_2257	pyridoxamine 5'-phosphate oxidase-related FMN-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471086	Clo1313_2258	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471087	Clo1313_2259	methyl-accepting chemotaxis sensory transducer	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471088	Clo1313_2260	ammonium transporter (TC 1.A.11)	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471089	Clo1313_2261	ABC transporter transmembrane region	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471090	Clo1313_2262	ABC transporter transmembrane region	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471091	Clo1313_2263	transcriptional regulator, MarR family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471092	Clo1313_2264	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471093	Clo1313_2265	Linocin_M18 bacteriocin protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471094	Clo1313_2266	S-layer domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471095	Clo1313_2267	metal dependent phosphohydrolase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471096	Clo1313_2269	AIG2 family protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471097	Clo1313_2270	arsenate reductase-like protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471098	Clo1313_2271	protein of unknown function DUF438	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471099	Clo1313_2272	short-chain dehydrogenase/reductase SDR	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471100	Clo1313_2273	DNA methylase N-4/N-6 domain protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471101	Clo1313_2274	Type II site-specific deoxyribonuclease	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471102	Clo1313_2275	DNA adenine methylase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471103	Clo1313_2276	protein of unknown function DUF125 transmembrane	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471104	Clo1313_2278	ribosome small subunit-dependent GTPase A	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4	rsgA	
650471105	Clo1313_2279	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471106	Clo1313_2280	type I phosphodiesterase/nucleotide pyrophosphatase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471107	Clo1313_2282	internalin A	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471108	Clo1313_2283	SAM-dependent methyltransferase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471109	Clo1313_2284	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471110	Clo1313_2285	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471111	Clo1313_2286	copper amine oxidase-like domain-containing protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471112	Clo1313_2287	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471113	Clo1313_2288	NADPH-dependent FMN reductase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471114	Clo1313_2289	glycosyl transferase group 1	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471115	Clo1313_2290	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471116	Clo1313_2291	protein of unknown function DUF214	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471117	Clo1313_2292	ABC transporter related protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471118	Clo1313_2293	integral membrane sensor signal transduction histidine kinase	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471119	Clo1313_2294	two component transcriptional regulator, winged helix family	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471120	Clo1313_2296	flavin reductase domain protein FMN-binding protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471121	Clo1313_2298	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471122	Clo1313_2299	ABC-2 type transport system permease protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471123	Clo1313_2300	ABC transporter related protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
650471124	Clo1313_2301	hypothetical protein	650377924	Ruminiclostridium thermocellum LQ8, DSM 1313	4		
